04,2,汤勇,73.10,63.07,86.17,01
04,2,汤勇,37.75,65.06,38.69,02
04,2,汤勇,68.78,72.31,56.87,03
04,3,巢懿轩,56.02,67.19,73.16,00
04,3,巢懿轩,69.10,31.53,63.86,01
04,3,巢懿轩,95.90,53.96,54.13,02
04,3,巢懿轩,57.05,93.76,98.16,03
04,4,全涛,95.40,81.23,31.94,00
04,4,全涛,72.84,34.37,97.89,01
04,4,全涛,79.08,71.29,66.40,02
04,4,全涛,80.54,95.42,62.39,03
04,5,卜天佑,61.83,71.91,96.47,00
04,5,卜天佑,59.90,97.40,91.86,01
04,5,卜天佑,72.24,40.30,98.24,02
04,5,卜天佑,65.46,54.93,98.88,03
04,6,乔静,99.78,79.98,53.22,00
04,6,乔静,69.62,40.14,94.31,01
04,6,乔静,34.39,33.58,85.44,02
04,6,乔静,52.66,76.40,70.97,03
04,7,李经赋,32.00,98.52,42.75,00
04,7,李经赋,79.60,64.39,34.67,01
04,7,李经赋,41.01,66.16,43.62,02
04,7,李经赋,95.17,78.48,41.51,03
04,8,邓黎昕,88.80,45.50,46.22,00
04,8,邓黎昕,37.60,93.70,66.99,01
04,8,邓黎昕,47.09,97.97,97.23,02
04,8,邓黎昕,93.82,60.85,89.90,03
04,9,呼延静,80.59,63.13,46.55,00
04,9,呼延静,80.82,56.50,33.49,01
04,9,呼延静,82.91,97.93,71.71,02
04,9,呼延静,91.55,79.68,34.28,03
05,0,庾凯安,79.99,86.63,40.66,00
05,0,庾凯安,40.91,57.79,43.85,01
05,0,庾凯安,74.70,58.27,69.50,02
05,0,庾凯安,91.55,63.31,62.70,03
05,1,师致远,44.75,36.65,80.93,00
05,1,师致远,56.10,30.79,33.72,01
05,1,师致远,84.00,84.63,44.65,02
05,1,师致远,86.76,71.74,37.83,03
05,2,卢军,39.08,49.48,60.71,00
05,2,卢军,33.48,36.31,78.82,01
05,2,卢军,75.62,66.26,30.70,02
05,2,卢军,50.90,72.53,90.25,03
05,3,满伟,82.93,65.99,96.38,00
05,3,满伟,45.96,55.12,99.33,01
05,3,满伟,54.43,78.15,44.47,02
05,3,满伟,35.95,55.89,95.59,03
05,4,盖桂英,31.55,64.65,55.83,00
05,4,盖桂英,71.41,36.99,64.77,01
05,4,盖桂英,36.39,34.65,96.13,02
05,4,盖桂英,91.16,85.38,35.64,03
05,5,游丽,49.17,61.45,90.70,00
05,5,游丽,94.64,66.79,93.17,01
05,5,游丽,57.45,48.98,86.77,02
05,5,游丽,37.36,35.25,71.48,03
05,6,曹强,37.85,55.70,55.73,00
05,6,曹强,64.09,43.27,32.92,01
05,6,曹强,64.86,87.48,60.62,02
05,6,曹强,55.84,30.37,95.36,03
05,7,朱浦泽,33.00,63.86,47.48,00
05,7,朱浦泽,36.14,36.42,43.27,01
05,7,朱浦泽,53.03,40.87,33.71,02
05,7,朱浦泽,42.53,52.38,95.28,03
05,8,陆靖琪,56.07,98.24,36.02,00
05,8,陆靖琪,92.38,34.37,44.69,01
05,8,陆靖琪,34.83,51.68,83.04,02
05,8,陆靖琪,77.92,95.99,62.50,03
05,9,扈彭泽,50.99,53.64,72.78,00
05,9,扈彭泽,51.67,64.26,54.20,01
05,9,扈彭泽,53.77,44.13,71.83,02
05,9,扈彭泽,70.41,31.81,42.56,03
06,0,邓哲瀚,61.73,80.15,86.86,00
06,0,邓哲瀚,40.06,32.49,98.26,01
06,0,邓哲瀚,73.31,68.30,54.78,02
06,0,邓哲瀚,31.25,68.69,52.75,03
06,1,家力勤,95.27,41.89,32.71,00
06,1,家力勤,55.76,47.22,74.67,01
06,1,家力勤,67.36,97.35,64.88,02
06,1,家力勤,57.93,82.73,43.77,03
06,2,甄奕伟,97.09,93.70,92.85,00
06,2,甄奕伟,30.42,82.48,75.22,01
06,2,甄奕伟,89.24,57.96,63.23,02
06,2,甄奕伟,82.25,84.71,99.27,03
06,3,巴桂英,97.50,85.68,93.76,00
06,3,巴桂英,71.08,62.21,51.85,01
06,3,巴桂英,52.74,47.11,99.02,02
06,3,巴桂英,48.62,68.73,87.13,03
06,4,厍德赫,86.99,73.99,98.30,00
06,4,厍德赫,55.38,81.62,38.49,01
06,4,厍德赫,97.72,71.34,84.64,02
06,4,厍德赫,91.18,64.39,70.38,03
06,5,毕子轩,59.24,67.22,41.91,00
06,5,毕子轩,43.94,62.62,75.09,01
06,5,毕子轩,50.47,47.79,69.84,02
06,5,毕子轩,64.40,72.02,78.24,03
06,6,湛娜,99.31,89.60,34.11,00
06,6,湛娜,91.65,96.43,57.48,01
06,6,湛娜,51.82,83.31,48.39,02
06,6,湛娜,31.49,86.59,81.44,03
06,7,冉鑫鹏,94.62,64.61,55.01,00
06,7,冉鑫鹏,61.16,71.92,32.01,01
06,7,冉鑫鹏,59.78,49.45,69.04,02
06,7,冉鑫鹏,77.04,31.41,42.08,03
06,8,南宫鸿煊,97.59,45.93,96.45,00
06,8,南宫鸿煊,68.86,76.46,63.10,01
06,8,南宫鸿煊,52.30,75.81,40.18,02
06,8,南宫鸿煊,37.15,72.24,73.19,03
06,9,霍懿轩,94.11,91.36,70.50,00
06,9,霍懿轩,55.35,78.68,66.82,01
06,9,霍懿轩,59.75,88.13,85.21,02
06,9,霍懿轩,54.20,61.05,75.16,03
07,0,林峻熙,99.41,39.91,70.57,00
07,0,林峻熙,58.22,88.66,83.96,01
07,0,林峻熙,69.08,98.72,94.14,02
07,0,林峻熙,77.41,92.12,56.52,03
07,1,尉迟烨伟,91.23,37.71,38.51,00
07,1,尉迟烨伟,65.39,76.51,47.00,01
07,1,尉迟烨伟,34.60,78.92,73.08,02
07,1,尉迟烨伟,35.99,52.43,40.58,03
07,2,荀超,53.52,93.18,58.22,00
07,2,荀超,36.59,44.00,86.75,01
07,2,荀超,71.29,60.49,87.74,02
07,2,荀超,97.30,95.12,30.01,03
07,3,连娜,30.74,38.98,69.97,00
07,3,连娜,71.36,58.82,73.04,01
07,3,连娜,69.83,93.12,46.06,02
07,3,连娜,81.46,82.42,51.81,03
07,4,全晟睿,75.29,59.11,68.60,00
07,4,全晟睿,91.42,61.10,92.54,01
07,4,全晟睿,50.38,51.29,57.74,02
07,4,全晟睿,99.06,68.40,48.42,03
07,5,燕超,30.46,86.89,93.54,00
07,5,燕超,81.52,60.79,39.55,01
07,5,燕超,64.18,70.55,41.21,02
07,5,燕超,46.79,57.00,57.81,03
07,6,虞强,46.57,63.02,97.27,00
07,6,虞强,70.91,96.05,85.22,01
07,6,虞强,55.16,83.20,89.56,02
07,6,虞强,42.59,68.90,91.58,03
07,7,暨敏,32.95,42.30,84.35,00
07,7,暨敏,64.39,55.65,61.29,01
07,7,暨敏,67.20,49.27,68.64,02
07,7,暨敏,66.44,41.05,88.63,03
07,8,马晗昱,82.97,92.90,88.17,00
07,8,马晗昱,63.35,93.35,85.45,01
07,8,马晗昱,33.42,58.57,31.18,02
07,8,马晗昱,30.77,69.97,61.56,03
07,9,归晟睿,36.94,66.65,87.12,00
07,9,归晟睿,51.23,47.90,82.57,01
07,9,归晟睿,48.87,65.68,92.52,02
07,9,归晟睿,42.44,79.30,30.41,03
08,0,隆立轩,35.81,36.71,97.33,00
08,0,隆立轩,48.24,82.40,86.39,01
08,0,隆立轩,39.81,36.62,75.50,02
08,0,隆立轩,38.91,66.57,97.75,03
08,1,栾炫明,77.84,63.69,48.72,00
08,1,栾炫明,90.75,76.53,93.14,01
08,1,栾炫明,35.96,88.52,61.72,02
08,1,栾炫明,79.99,47.64,68.22,03
08,2,国鑫磊,43.73,80.15,80.74,00
08,2,国鑫磊,49.69,75.45,72.09,01
08,2,国鑫磊,42.49,50.98,38.42,02
08,2,国鑫磊,30.49,49.95,84.66,03
08,3,有伟,35.43,32.76,55.33,00
08,3,有伟,46.55,36.21,54.66,01
08,3,有伟,48.24,42.95,59.10,02
08,3,有伟,82.63,44.83,69.27,03
08,4,纪博涛,32.22,62.51,63.26,00
08,4,纪博涛,44.87,49.32,64.67,01
08,4,纪博涛,58.00,33.24,92.74,02
08,4,纪博涛,53.99,55.90,49.19,03
08,5,令狐欣德,83.13,70.10,50.94,00
08,5,令狐欣德,39.51,33.60,83.77,01
08,5,令狐欣德,65.10,55.72,85.78,02
08,5,令狐欣德,48.80,81.34,52.03,03
08,6,仉光华,38.44,78.55,66.69,00
08,6,仉光华,78.14,90.49,83.04,01
08,6,仉光华,61.11,60.29,37.25,02
08,6,仉光华,78.04,74.70,59.25,03
08,7,东杰,32.94,56.84,89.01,00
08,7,东杰,41.85,42.40,31.41,01
08,7,东杰,99.80,35.10,42.83,02
08,7,东杰,54.98,91.43,31.20,03
08,8,简熠彤,46.98,46.87,78.86,00
08,8,简熠彤,87.69,66.07,74.84,01
08,8,简熠彤,57.56,96.32,34.79,02
08,8,简熠彤,43.10,81.37,53.41,03
08,9,段干晗昱,48.41,46.50,30.50,00
08,9,段干晗昱,71.35,43.52,33.39,01
08,9,段干晗昱,48.08,82.76,64.15,02
08,9,段干晗昱,71.68,92.37,94.82,03
09,0,羊绍祺,64.76,86.61,70.44,00
09,0,羊绍祺,66.71,91.98,40.26,01
09,0,羊绍祺,70.06,82.62,60.75,02
09,0,羊绍祺,33.80,85.09,62.73,03
09,1,郏向笛,49.40,62.57,63.84,00
09,1,郏向笛,79.64,37.38,42.26,01
09,1,郏向笛,91.43,89.77,93.95,02
09,1,郏向笛,40.65,49.74,83.49,03
09,2,申博涛,74.71,91.07,40.48,00
09,2,申博涛,54.51,31.27,73.14,01
09,2,申博涛,59.56,52.07,76.62,02
09,2,申博涛,88.58,91.24,38.75,03
09,3,成伟宸,75.45,68.81,52.98,00
09,3,成伟宸,65.06,58.34,97.87,01
09,3,成伟宸,47.08,99.47,82.36,02
09,3,成伟宸,84.41,37.61,87.15,03
09,4,秦咏德,39.33,96.79,73.36,00
09,4,秦咏德,31.27,51.39,97.81,01
09,4,秦咏德,96.56,77.74,32.20,02
09,4,秦咏德,30.64,74.06,99.22,03
09,5,单烨磊,36.19,85.86,87.69,00
09,5,单烨磊,75.08,64.34,93.12,01
09,5,单烨磊,94.48,88.14,79.41,02
09,5,单烨磊,92.14,37.22,77.65,03
09,6,红敏,74.85,50.41,30.78,00
09,6,红敏,64.44,68.93,68.39,01
09,6,红敏,90.48,61.53,54.20,02
09,6,红敏,69.47,58.48,93.73,03
09,7,岳朋义,77.09,33.18,74.67,00
09,7,岳朋义,48.86,51.32,33.14,01
09,7,岳朋义,41.80,41.75,35.91,02
09,7,岳朋义,97.47,63.61,75.26,03
09,8,舒旭尧,88.30,75.13,75.49,00
09,8,舒旭尧,68.61,89.48,74.93,01
09,8,舒旭尧,91.54,53.59,77.04,02
09,8,舒旭尧,57.31,63.46,62.49,03
09,9,池心远,38.51,72.12,74.28,00
09,9,池心远,55.86,34.28,34.80,01
09,9,池心远,34.15,65.50,83.73,02
09,9,池心远,36.60,61.54,98.69,03
